run_id,model,corpus,n_members,epochs,lr,seed,attack,auroc,tpr_at_fpr_1pct,tpr_at_fpr_01pct,adv,tv_empirical,kl_score_space,pinsker,bh,bound,tightness_gap,adv_over_bound,samples_per_bin,kl_bins_15,bound_bins_15,kl_bins_20,bound_bins_20,kl_bins_30,bound_bins_30,kl_bins_50,bound_bins_50,auroc_ci_lo,auroc_ci_hi,tpr_at_fpr_1pct_ci_lo,tpr_at_fpr_1pct_ci_hi,tpr_at_fpr_01pct_ci_lo,tpr_at_fpr_01pct_ci_hi,adv_ci_lo,adv_ci_hi,tv_empirical_ci_lo,tv_empirical_ci_hi,kl_score_space_ci_lo,kl_score_space_ci_hi,pinsker_ci_lo,pinsker_ci_hi,bh_ci_lo,bh_ci_hi,bound_ci_lo,bound_ci_hi,tightness_gap_ci_lo,tightness_gap_ci_hi,adv_over_bound_ci_lo,adv_over_bound_ci_hi,n_members_scored,n_nonmembers_scored,perplexity,next_token_acc
pythia70m_enron_N2000_lr5e-5_seed42_70ba,pythia-70m,enron,2000,1,5e-05,42,loss,0.558204625,0.0135,0.001,0.11299999999999999,0.10349999999999988,0.03383694605918256,0.13007103070857584,0.18240306801137685,0.13007103070857584,0.01707103070857585,0.8687560895336988,100.0,0.03704904053039741,0.13610481352692383,0.03383694605918256,0.13007103070857584,0.04229475248767353,0.1454213747832029,0.05053151468732909,0.15895205989122804,0.5386714625,0.57655029375,0.005,0.0185,0.0,0.003,0.08847500000000001,0.147,0.08198749999999991,0.14301249999999996,0.02725120442625931,0.06482183730915664,0.1167287446680212,0.18003029158874942,0.1639610795123763,0.2505305271288204,0.1167287446680212,0.18003029158874942,0.008625388076100606,0.05528996455523612,0.6467960420266208,0.9351744256296244,2000,2000,256.8597996466383,0.25302026161788177
pythia70m_enron_N2000_lr5e-5_seed42_70ba,pythia-70m,enron,2000,1,5e-05,42,ref,0.6157165,0.0095,0.001,0.21299999999999997,0.198,0.12574486748089528,0.25074376111968893,0.3437443758145016,0.25074376111968893,0.03774376111968897,0.849472780693943,100.0,0.12603717810568035,0.25103503550867196,0.12574486748089528,0.25074376111968893,0.1404966166276159,0.2650439743020164,0.16378777159278146,0.28617107784748397,0.5989777875,0.633455996875,0.005,0.0175,0.0,0.0025,0.187,0.242,0.17049999999999996,0.2275,0.10803135471085976,0.17455925124111643,0.23241272990649067,0.2954312510169239,0.32000085513505466,0.40021607259731373,0.23241272990649067,0.2954312510169239,0.026073841567602455,0.07640932784946121,0.7284562926776561,0.8952289048897354,2000,2000,256.8597996466383,0.25302026161788177
pythia70m_enron_N2000_lr5e-5_seed42_70ba,pythia-70m,enron,2000,1,5e-05,42,zlib,0.5165517500000001,0.011,0.0,0.03149999999999997,0.03950000000000008,0.010044516517041444,0.07086789300184339,0.09997119005064159,0.07086789300184339,0.039367893001843415,0.44448901562772025,100.0,0.009839785625298154,0.0701419475966349,0.010044516517041444,0.07086789300184339,0.011937309842669257,0.07725707036468979,0.02316229838221889,0.10761574787692295,0.49925676874999997,0.53471684375,0.0045,0.0195,0.0,0.0025,0.023,0.068,0.03950000000000003,0.0879999999999999,0.011064644485360483,0.05800156684724923,0.07437954697017933,0.17029615945682477,0.10489826463762615,0.237384767926619,0.07437954697017933,0.17029615945682477,0.030107430262480972,0.12933986830087038,0.18425223909372596,0.65313288046759,2000,2000,256.8597996466383,0.25302026161788177
pythia70m_enron_N2000_lr5e-5_seed42_70ba,pythia-70m,enron,2000,1,5e-05,42,mink,0.61090475,0.012,0.001,0.18700000000000006,0.17799999999999963,0.09931138973592636,0.2228355781017995,0.307472416733039,0.2228355781017995,0.03583557810179944,0.8391837676592719,100.0,0.09167335991462146,0.2140950255314465,0.09931138973592636,0.2228355781017995,0.11226784066310931,0.23692598070189486,0.12646179756136455,0.251457548665142,0.5924723000000001,0.62902,0.005,0.018012499999999987,0.0,0.003,0.1619875,0.2225,0.15400000000000014,0.2124999999999996,0.08408893376186516,0.14912542640565393,0.20504747353918837,0.2730617382799231,0.2839903304040454,0.3722081960791316,0.20504747353918837,0.2730617382799231,0.024071445406143532,0.07613161138859632,0.7083322567666668,0.8928678668906775,2000,2000,256.8597996466383,0.25302026161788177
pythia70m_enron_N2000_lr5e-5_seed42_70ba,pythia-70m,enron,2000,1,5e-05,42,minkpp,0.628136,0.011,0.001,0.20849999999999996,0.0005,0.005409898060125547,0.05200912448852387,0.07345264402689777,0.05200912448852387,-0.15649087551147609,4.00891193709686,100.0,0.005409898330620393,0.05200912578875169,0.005409898060125547,0.05200912448852387,0.010320028469574142,0.07183323906651481,0.01032002640556937,0.07183323188319377,0.60925368125,0.64594399375,0.0055,0.0165,0.0,0.0025,0.1835,0.243,0.0004999999999999815,0.15250000000000005,0.000500016743694828,0.10493552602126614,0.01581165303968608,0.22905832681151994,0.02235825923804473,0.3156221351800427,0.01581165303968608,0.22905832681151994,-0.21413634943196866,0.01660686938942392,0.9314789333992628,14.261633456920139,2000,2000,256.8597996466383,0.25302026161788177
pythia70m_enron_N2000_lr5e-5_seed42_70ba,pythia-70m,enron,2000,1,5e-05,42,rmia,0.61569825,0.009,0.001,0.21199999999999997,0.20899999999999996,0.13651333753181494,0.2612597725749364,0.35721886205775055,0.2612597725749364,0.04925977257493641,0.8114528995817473,100.0,0.13300839535911854,0.2578840779876867,0.13651333753181494,0.2612597725749364,0.1416159750257896,0.2660977029455437,0.15262259699344685,0.2762449972338385,0.598954078125,0.633429875,0.005,0.0175,0.0,0.003,0.187,0.2410125,0.186,0.2385,0.11963920604376514,0.1755291657131468,0.24458046006797962,0.29625083605450464,0.33579682356637913,0.4012318787118417,0.24458046006797962,0.29625083605450464,0.04179403070091341,0.07188617100000122,0.73475083563812,0.845007767274898,2000,2000,256.8597996466383,0.25302026161788177
pythia70m_enron_N2000_lr5e-5_seed42_70ba,pythia-70m,enron,2000,2,5e-05,42,loss,0.6062500000000001,0.011,0.0,0.1965,0.19550000000000012,0.09519903862909794,0.2181731406808569,0.3013437370547941,0.2181731406808569,0.02167314068085688,0.9006608209735575,100.0,0.09247183555825618,0.21502538868498317,0.09519903862909794,0.2181731406808569,0.1034604183842118,0.227442760254324,0.14117151076412354,0.2656797985960953,0.5883738187499999,0.62416556875,0.005,0.01751249999999999,0.0,0.007,0.1684875,0.231,0.1630000000000001,0.22601250000000012,0.07937628765960904,0.1543435054025189,0.19921878060664489,0.2777979912992966,0.27623843134263804,0.37818295206658026,0.19921878060664489,0.2777979912992966,0.01600900868499707,0.07339410335565695,0.7293940325504243,0.933584974236346,2000,2000,222.2533835077147,0.2779736778084623
pythia70m_enron_N2000_lr5e-5_seed42_70ba,pythia-70m,enron,2000,2,5e-05,42,ref,0.677539,0.01,0.0005,0.32300000000000006,0.31899999999999984,0.2856719964812904,0.3779365002757013,0.49848864265337456,0.3779365002757013,0.05493650027570124,0.8546409245055041,100.0,0.29457493361715764,0.3837804930016361,0.2856719964812904,0.3779365002757013,0.3178151796479936,0.3986321485078653,0.3154890745268019,0.39717066515970306,0.6617551625,0.69396939375,0.0045,0.018,0.0,0.0035124999999999887,0.3024875,0.352,0.2909875,0.3500125,0.25827397585112394,0.3443295350655891,0.3593563512659065,0.41492742417348494,0.4770916156921776,0.5397264584648255,0.3593563512659065,0.41492742417348494,0.04494198876880157,0.07909385162138213,0.8002031714109787,0.8801637490303699,2000,2000,222.2533835077147,0.2779736778084623
pythia70m_enron_N2000_lr5e-5_seed42_70ba,pythia-70m,enron,2000,2,5e-05,42,zlib,0.5325345,0.0125,0.0,0.051000000000000045,0.058000000000000045,0.014647557730785517,0.08557907960122473,0.12058525664115269,0.08557907960122473,0.03457907960122468,0.5959400385894099,100.0,0.014308705626677208,0.08458340743513827,0.014647557730785517,0.08557907960122473,0.01784610567858528,0.09446191210902223,0.026298742354839786,0.11467070758227618,0.514802175,0.55118648125,0.007,0.0205,0.0,0.003,0.0365,0.086,0.045000000000000005,0.09702499999999986,0.012685087249327582,0.038849034494538824,0.07964005830629109,0.1393717860168479,0.11227181799637852,0.19520256881893266,0.07964005830629109,0.1393717860168479,0.02194341649437672,0.0792337554571822,0.3577227124082513,0.769216859538154,2000,2000,222.2533835077147,0.2779736778084623
pythia70m_enron_N2000_lr5e-5_seed42_70ba,pythia-70m,enron,2000,2,5e-05,42,mink,0.6810799999999999,0.011,0.0,0.29600000000000004,0.28150000000000014,0.275144098949918,0.3709070631235795,0.4904460443664354,0.3709070631235795,0.07490706312357948,0.7980435786454091,100.0,0.2256342778439686,0.3358826267046039,0.275144098949918,0.3709070631235795,0.2674880728748374,0.36571031765239914,0.2888245495766907,0.3800161506940795,0.66410883125,0.69834763125,0.005,0.018,0.0,0.007,0.268,0.329,0.2559874999999996,0.31451250000000014,0.21841665134640298,0.34479714128137895,0.33046682609955713,0.41520906442702243,0.44295544143582605,0.5400332913842004,0.33046682609955713,0.41520906442702243,0.038542053252790004,0.10955420239143156,0.7284288942220276,0.8889554972233014,2000,2000,222.2533835077147,0.2779736778084623
