seed,n_members,epochs,m_samples,seq_len_cap,kl_seq_hat,bh_seq_hat,pinsker_seq_hat,kl_tok_hat,bh_tok_hat,adv_ref_existing,bh_tok_hat_capped
0,500,1,200,128,56.437049865722656,1.0,5.312111155921093,56.075592041015625,65.68069458007812,0.3329999999999999,1.0
0,500,5,200,128,118.37077331542969,1.0,7.693203926694966,117.79998016357422,85.88274383544922,0.7715,1.0
0,500,10,200,128,204.6531982421875,1.0,10.115661081762958,205.7718505859375,102.1299057006836,0.9035,1.0
0,500,20,200,128,303.63653564453125,1.0,12.321455588617184,304.9308776855469,109.48060607910156,0.943,1.0
0,2000,1,200,128,74.06348419189453,1.0,6.085371155151283,75.38402557373047,72.57156372070312,0.258,1.0
0,2000,20,200,128,358.2605895996094,1.0,13.383956619766993,358.822509765625,114.3279037475586,0.8805000000000001,1.0
