sample_index,position_t,kl_t,bh_t
0,1,5.501838684082031,0.9979583024978638
0,2,11.197042465209961,0.9999931454658508
0,3,3.709005117416382,0.9876731038093567
0,4,3.625885486602783,0.9865974187850952
0,5,5.751863479614258,0.9984102845191956
0,6,4.03472900390625,0.9911152720451355
0,7,3.595036745071411,0.9861745834350586
0,8,5.210485458374023,0.9972667694091797
0,9,10.035894393920898,0.9999780654907227
0,10,4.960978984832764,0.9964908361434937
0,11,1.7708688974380493,0.9109417796134949
0,12,3.514650821685791,0.9850085377693176
0,13,2.7774224281311035,0.9684014320373535
0,14,2.126430034637451,0.9384762644767761
0,15,4.595527172088623,0.9949387311935425
0,16,1.8789455890655518,0.9204612374305725
0,17,4.132970809936523,0.9919499754905701
0,18,0.30466169118881226,0.512471616268158
0,19,4.065403938293457,0.9913848638534546
0,20,1.315855860710144,0.8554270267486572
0,21,2.38521409034729,0.9528539776802063
0,22,3.071371555328369,0.9765462279319763
0,23,3.3483762741088867,0.982272207736969
0,24,2.5777578353881836,0.9612782597541809
0,25,1.9543561935424805,0.9264687299728394
0,26,3.773242473602295,0.9884445071220398
0,27,1.675902247428894,0.9015879034996033
0,28,0.977949857711792,0.7898852229118347
0,29,1.9697052240371704,0.9276324510574341
0,30,2.714644193649292,0.9663185477256775
0,31,2.7256534099578857,0.966693639755249
0,32,2.4938511848449707,0.9578145742416382
0,33,5.419358253479004,0.9977825284004211
0,34,2.37918758392334,0.9525619149208069
0,35,1.4229657649993896,0.871207058429718
0,36,0.809967577457428,0.7450687885284424
0,37,5.013879776000977,0.9966719150543213
0,38,4.354348659515381,0.9935538172721863
0,39,2.608731508255005,0.9624822735786438
0,40,3.634789228439331,0.9867170453071594
0,41,4.3846435546875,0.9937467575073242
0,42,2.8259518146514893,0.9699215292930603
0,43,3.677299737930298,0.9872733950614929
0,44,2.9601645469665527,0.9737502932548523
0,45,0.5273877382278442,0.6401995420455933
0,46,1.7388231754302979,0.9078947901725769
0,47,3.286930561065674,0.9811379313468933
0,48,4.232629776000977,0.992716372013092
0,49,4.215978145599365,0.9925936460494995
0,50,1.6451956033706665,0.8983458280563354
0,51,5.684195518493652,0.9982989430427551
0,52,6.997379302978516,0.999542772769928
0,53,7.234541893005371,0.9996393322944641
0,54,5.951265811920166,0.9986978769302368
0,55,2.9742560386657715,0.9741224646568298
0,56,6.075646877288818,0.9988502264022827
0,57,4.028189659118652,0.9910567402839661
0,58,3.405287742614746,0.9832612872123718
0,59,1.661940336227417,0.9001275300979614
0,60,0.6323174834251404,0.6845736503601074
0,61,1.7406961917877197,0.9080758690834045
0,62,2.565568208694458,0.960793673992157
0,63,2.8298091888427734,0.9700391292572021
0,64,1.7388877868652344,0.9079009890556335
0,65,2.784087896347046,0.9686147570610046
0,66,8.220179557800293,0.9998654127120972
0,67,2.997330904006958,0.9747204184532166
0,68,3.7110679149627686,0.9876986742019653
0,69,4.3678975105285645,0.9936408400535583
0,70,4.594681262969971,0.9949344396591187
0,71,0.2067464292049408,0.43217378854751587
0,72,1.2293015718460083,0.8411321043968201
0,73,4.3094024658203125,0.9932565093040466
0,74,3.4190547466278076,0.9834920167922974
0,75,5.271999359130859,0.9974300265312195
0,76,1.7728362083435059,0.9111253619194031
0,77,5.732250213623047,0.9983788132667542
0,78,0.042743660509586334,0.20455574989318848
0,79,2.2540488243103027,0.9460585117340088
0,80,3.972302198410034,0.9905402064323425
0,81,6.132152557373047,0.9989134669303894
0,82,1.812508225440979,0.9147436022758484
0,83,1.4923460483551025,0.8804290890693665
0,84,1.6906228065490723,0.9031031727790833
0,85,2.6623780727386475,0.964478075504303
0,86,2.842390537261963,0.9704194068908691
0,87,3.1168274879455566,0.9776003956794739
0,88,1.4005858898162842,0.8680711388587952
0,89,1.3557721376419067,0.8615403771400452
0,90,4.282311916351318,0.993070662021637
0,91,0.709357500076294,0.7127691507339478
0,92,2.418612241744995,0.9544395804405212
0,93,1.7771973609924316,0.9115309119224548
0,94,0.43014761805534363,0.5912587642669678
0,95,0.6939445734024048,0.7073885202407837
0,96,1.0727832317352295,0.8111379742622375
0,97,0.277348130941391,0.4921477138996124
0,98,3.240396499633789,0.9802303910255432
0,99,3.6472527980804443,0.9868826866149902
0,100,4.618396282196045,0.9950534701347351
0,101,2.553501605987549,0.9603078961372375
0,102,2.1439738273620605,0.9395806193351746
0,103,2.0010831356048584,0.9299522638320923
0,104,1.9263288974761963,0.9242932200431824
0,105,0.9767113327980042,0.7895901203155518
0,106,3.3684802055358887,0.9826281070709229
0,107,1.6765046119689941,0.9016503691673279
0,108,2.933377504348755,0.973027765750885
0,109,2.5119409561157227,0.9585871696472168
0,110,3.9728891849517822,0.9905458092689514
0,111,4.764443397521973,0.9957270622253418
0,112,3.444378137588501,0.9839082360267639
0,113,2.7795207500457764,0.9684687852859497
0,114,2.332446813583374,0.9502326250076294
0,115,3.899989366531372,0.9898271560668945
0,116,4.2776970863342285,0.9930384755134583
0,117,2.446225166320801,0.9557091593742371
0,118,0.8731731176376343,0.7631354928016663
0,119,2.4854671955108643,0.9574514627456665
0,120,1.170658826828003,0.830564558506012
0,121,0.6921056509017944,0.7067382335662842
0,122,1.70505952835083,0.9045653343200684
0,123,0.4125807285308838,0.5814294815063477
0,124,0.27465006709098816,0.49006327986717224
0,125,2.333526134490967,0.9502876996994019
0,126,2.6409363746643066,0.9636936783790588
0,127,2.5109899044036865,0.9585468769073486
0,128,1.4592201709747314,0.8761178851127625
1,1,5.501838684082031,0.9979583024978638
1,2,10.301197052001953,0.9999831914901733
1,3,2.322833776473999,0.9497391581535339
1,4,5.075387477874756,0.996870756149292
1,5,6.365678787231445,0.9991398453712463
1,6,3.859227418899536,0.9894016981124878
1,7,1.8245172500610352,0.9158081412315369
1,8,3.7223682403564453,0.9878377318382263
1,9,2.9023921489715576,0.9721667766571045
1,10,3.0805139541625977,0.9767621755599976
1,11,2.943472385406494,0.9733023643493652
1,12,1.5202895402908325,0.8839408755302429
1,13,2.5611989498138428,0.9606184959411621
1,14,3.3646037578582764,0.9825600981712341
1,15,9.930438041687012,0.9999756217002869
1,16,3.089493751525879,0.9769723415374756
1,17,1.0186623334884644,0.7993262410163879
1,18,4.400785446166992,0.9938471913337708
1,19,7.729947090148926,0.9997802376747131
1,20,1.945242166519165,0.9257685542106628
1,21,0.07401454448699951,0.26709887385368347
1,22,1.2873283624649048,0.8508777022361755
1,23,0.6935021281242371,0.7072322368621826
1,24,0.7179429531097412,0.7157132029533386
1,25,0.9964997172355652,0.7942484617233276
1,26,3.6876680850982666,0.98740553855896
1,27,3.009884834289551,0.9750398397445679
1,28,1.6934036016464233,0.903386652469635
1,29,1.0514932870864868,0.8065881729125977
1,30,0.3566381335258484,0.5476990342140198
1,31,2.127603769302368,0.9385508298873901
1,32,3.0272765159606934,0.975475549697876
1,33,5.089162826538086,0.9969136714935303
1,34,1.5826905965805054,0.8913912773132324
1,35,2.9083077907562256,0.9723332524299622
1,36,2.4621353149414062,0.9564242362976074
1,37,3.0536880493164062,0.9761226177215576
1,38,0.5894911885261536,0.667375922203064
1,39,2.587268352508545,0.9616521000862122
1,40,0.8515198230743408,0.7571223378181458
1,41,6.299553394317627,0.999081015586853
1,42,3.1381683349609375,0.9780786633491516
1,43,0.8444286584854126,0.755113959312439
1,44,2.7308647632598877,0.9668697714805603
1,45,1.68656325340271,0.9026877880096436
1,46,0.7953407764434814,0.7406569123268127
1,47,4.6621904373168945,0.9952659010887146
1,48,3.245452404022217,0.9803311228752136
1,49,1.873482584953308,0.9200066328048706
1,50,2.918877363204956,0.9726282358169556
1,51,2.3208119869232178,0.9496347308158875
1,52,2.4559106826782227,0.9561458826065063
1,53,1.5126596689224243,0.8829931020736694
1,54,2.1077373027801514,0.9372766017913818
1,55,2.0348458290100098,0.9323622584342957
1,56,2.6682279109954834,0.9646890759468079
1,57,2.191377878189087,0.9424634575843811
1,58,0.8654826879501343,0.7610201239585876
1,59,4.9747724533081055,0.9965389966964722
1,60,0.8277052640914917,0.7502992153167725
1,61,0.6845461130142212,0.7040461301803589
1,62,0.5732061862945557,0.6605185866355896
1,63,1.7403123378753662,0.9080387949943542
1,64,1.8753833770751953,0.9201651215553284
1,65,4.542033672332764,0.9946599006652832
1,66,0.6188660860061646,0.6792975664138794
1,67,1.7382124662399292,0.9078356623649597
1,68,2.783653974533081,0.9686009287834167
1,69,0.9633134007453918,0.7863674163818359
1,70,3.4614028930664062,0.9841820597648621
1,71,2.5411195755004883,0.95980304479599
1,72,2.877974271774292,0.9714686870574951
1,73,1.7596435546875,0.9098867177963257
1,74,8.041509628295898,0.9998390674591064
1,75,2.924222707748413,0.9727762341499329
1,76,2.6071372032165527,0.9624212384223938
1,77,2.8809328079223633,0.9715542197227478
1,78,2.8964338302612305,0.9719980359077454
1,79,4.813863754272461,0.9959335327148438
1,80,4.774123191833496,0.9957683086395264
1,81,1.7433663606643677,0.9083333611488342
